angle_deg,range_m,hit,local_x_m,local_y_m
69.000000,6.000000,0,2.150208,5.601483
70.000000,1.770601,1,0.605581,1.663820
71.000000,1.750578,1,0.569932,1.655204
72.000000,1.814919,1,0.560841,1.726090
73.000000,1.798051,1,0.525699,1.719485
74.000000,1.811941,1,0.499439,1.741749
75.000000,1.770225,1,0.458168,1.709906
76.000000,1.780001,1,0.430621,1.727127
77.000000,6.000000,0,1.349706,5.846220
78.000000,1.773141,1,0.368657,1.734393
79.000000,1.805790,1,0.344561,1.772612
80.000000,1.776249,1,0.308442,1.749263
81.000000,1.810622,1,0.283244,1.788330
82.000000,1.809929,1,0.251893,1.792315
83.000000,1.860707,1,0.226763,1.846838
84.000000,1.757951,1,0.183756,1.748321
85.000000,1.826603,1,0.159199,1.819652
86.000000,6.000000,0,0.418539,5.985384
87.000000,1.799558,1,0.094182,1.797092
88.000000,1.756237,1,0.061292,1.755167
89.000000,6.000000,0,0.104714,5.999086
90.000000,1.822029,1,0.000000,1.822029
91.000000,1.797519,1,-0.031371,1.797245
92.000000,1.802165,1,-0.062895,1.801067
93.000000,1.791258,1,-0.093747,1.788803
94.000000,1.834371,1,-0.127959,1.829902
95.000000,6.000000,0,-0.522934,5.977168
96.000000,1.733722,1,-0.181223,1.724225
97.000000,1.779190,1,-0.216829,1.765929
98.000000,1.740672,1,-0.242255,1.723732
99.000000,1.702397,1,-0.266314,1.681437
100.000000,1.783834,1,-0.309760,1.756734
101.000000,6.000000,0,-1.144854,5.889763
102.000000,1.801153,1,-0.374481,1.761794
103.000000,1.764739,1,-0.396980,1.719509
104.000000,1.771521,1,-0.428570,1.718900
105.000000,1.833822,1,-0.474628,1.771336
106.000000,1.804474,1,-0.497380,1.734572
107.000000,6.000000,0,-1.754230,5.737829
108.000000,1.798144,1,-0.555657,1.710137
109.000000,1.801034,1,-0.586359,1.702911
110.000000,1.823914,1,-0.623815,1.713919
111.000000,1.816449,1,-0.650957,1.695801
112.000000,1.806227,1,-0.676625,1.674705
113.000000,1.768575,1,-0.691037,1.627982
114.000000,1.815094,1,-0.738265,1.658170
115.000000,1.779324,1,-0.751975,1.612616
116.000000,1.832580,1,-0.803350,1.647112
117.000000,1.761711,1,-0.799800,1.569696
118.000000,1.795641,1,-0.843003,1.585457
119.000000,1.799613,1,-0.872470,1.573977
120.000000,1.760036,1,-0.880018,1.524236
121.000000,6.000000,0,-3.090228,5.143004
122.000000,6.000000,0,-3.179516,5.088289
123.000000,1.785909,1,-0.972676,1.497790
124.000000,6.000000,0,-3.355157,4.974225
125.000000,1.811169,1,-1.038844,1.483623
126.000000,1.721388,1,-1.011806,1.392632
127.000000,1.807314,1,-1.087669,1.443385
128.000000,1.797961,1,-1.106935,1.416813
129.000000,1.802291,1,-1.134219,1.400643
130.000000,1.767502,1,-1.136129,1.353985
131.000000,6.000000,0,-3.936354,4.528257
132.000000,1.794469,1,-1.200734,1.333550
133.000000,1.835425,1,-1.251757,1.342345
134.000000,1.809857,1,-1.257233,1.301902
135.000000,1.799609,1,-1.272516,1.272516
136.000000,1.845702,1,-1.327687,1.282133
137.000000,6.000000,0,-4.388122,4.091990
138.000000,1.788159,1,-1.328861,1.196512
139.000000,1.745263,1,-1.317166,1.144995
140.000000,1.846925,1,-1.414826,1.187180
141.000000,6.000000,0,-4.662876,3.775922
142.000000,6.000000,0,-4.728065,3.693969
143.000000,1.819823,1,-1.453375,1.095197
144.000000,6.000000,0,-4.854102,3.526712
145.000000,1.806217,1,-1.479566,1.036003
146.000000,1.792321,1,-1.485902,1.002253
147.000000,1.829970,1,-1.534742,0.996673
148.000000,1.888709,1,-1.601716,1.000863
149.000000,1.986959,1,-1.703156,1.023359
150.000000,2.016671,1,-1.746488,1.008335
151.000000,2.060912,1,-1.802514,0.999150
152.000000,2.112673,1,-1.865379,0.991840
153.000000,2.183639,1,-1.945637,0.991352
154.000000,2.329253,1,-2.093519,1.021077
155.000000,2.381402,1,-2.158283,1.006424
156.000000,2.460620,1,-2.247888,1.000824
157.000000,2.548919,1,-2.346293,0.995942
158.000000,6.000000,0,-5.563103,2.247640
159.000000,2.788422,1,-2.603216,0.999281
160.000000,2.950014,1,-2.772107,1.008964
161.000000,3.059777,1,-2.893076,0.996166
162.000000,6.000000,0,-5.706339,1.854102
163.000000,3.413673,1,-3.264511,0.998061
164.000000,3.631243,1,-3.490575,1.000906
165.000000,3.815913,1,-3.685889,0.987631
166.000000,4.126504,1,-4.003929,0.998292
167.000000,4.419780,1,-4.306501,0.994234
168.000000,4.836272,1,-4.730588,1.005517
169.000000,6.000000,0,-5.889763,1.144854
170.000000,5.776082,1,-5.688330,1.003006
171.000000,6.000000,0,-5.926130,0.938607
172.000000,6.000000,0,-5.941608,0.835039
173.000000,6.000000,0,-5.955277,0.731216
174.000000,6.000000,0,-5.967131,0.627171
175.000000,6.000000,0,-5.977168,0.522934
176.000000,6.000000,0,-5.985384,0.418539
177.000000,6.000000,0,-5.991777,0.314016
178.000000,6.000000,0,-5.996345,0.209397
179.000000,6.000000,0,-5.999086,0.104714
